idx,default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,sex,marriage,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker,rank_svm_saw
852,0,no checking account,24,critical account/ other credits existing (not at this bank),car (used),4042,unknown/ no savings account,4 <= ... < 7 years,3,male , single,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
853,0,no checking account,15,critical account/ other credits existing (not at this bank),domestic appliances,1471,... < 100 DM,1 <= ... < 4 years,4,male , single,none,4,unknown / no property,35,none,for free,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
854,1,< 0 DM,18,all credits at this bank paid back duly,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,male , single,none,4,unknown / no property,32,none,for free,2,unskilled - resident,2,none,yes,
855,0,no checking account,36,delay in paying off in the past,car (new),10875,... < 100 DM,.. >= 7 years,2,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,
856,0,no checking account,24,existing credits paid back duly till now,car (new),1474,100 <= ... < 500 DM,... < 1 year ,4,male , married/widowed,none,3,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
857,0,no checking account,10,existing credits paid back duly till now,retraining,894,unknown/ no savings account,4 <= ... < 7 years,4,female , divorced/separated/married,none,3,if not A121 : building society savings agreement/ life insurance,40,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
858,0,no checking account,15,critical account/ other credits existing (not at this bank),radio/television,3343,... < 100 DM,1 <= ... < 4 years,4,male , single,none,2,unknown / no property,28,none,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
859,1,< 0 DM,15,existing credits paid back duly till now,car (new),3959,... < 100 DM,1 <= ... < 4 years,3,female , divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
860,0,no checking account,9,existing credits paid back duly till now,car (new),3577,100 <= ... < 500 DM,1 <= ... < 4 years,1,male , single,guarantor,2,real estate,26,none,rent,1,skilled employee / official,2,none,no,
861,0,no checking account,24,critical account/ other credits existing (not at this bank),car (used),5804,.. >= 1000 DM ,1 <= ... < 4 years,4,male , single,none,2,real estate,27,none,own,2,skilled employee / official,1,none,yes,
862,1,no checking account,18,delay in paying off in the past,business,2169,... < 100 DM,1 <= ... < 4 years,4,male , married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
863,1,< 0 DM,24,existing credits paid back duly till now,domestic appliances,2439,... < 100 DM,... < 1 year ,4,female , divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
864,0,no checking account,27,critical account/ other credits existing (not at this bank),radio/television,4526,.. >= 1000 DM ,... < 1 year ,4,male , single,none,2,real estate,32,stores,own,2,unskilled - resident,2,"yes, registered under the customers name ",yes,
865,1,no checking account,10,existing credits paid back duly till now,radio/television,2210,... < 100 DM,1 <= ... < 4 years,2,male , single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,none,yes,
866,0,no checking account,15,existing credits paid back duly till now,radio/television,2221,500 <= ... < 1000 DM ,1 <= ... < 4 years,2,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,yes,
867,0,< 0 DM,18,existing credits paid back duly till now,domestic appliances,2389,... < 100 DM,... < 1 year ,4,female , divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",27,stores,own,1,skilled employee / official,1,none,yes,
868,0,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,3331,... < 100 DM,.. >= 7 years,2,male , single,none,4,if not A121 : building society savings agreement/ life insurance,42,stores,own,1,skilled employee / official,1,none,yes,
869,0,no checking account,36,existing credits paid back duly till now,business,7409,unknown/ no savings account,.. >= 7 years,3,male , single,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1,none,yes,
870,0,< 0 DM,12,existing credits paid back duly till now,radio/television,652,... < 100 DM,.. >= 7 years,4,female , divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,none,yes,
871,0,no checking account,36,delay in paying off in the past,radio/television,7678,500 <= ... < 1000 DM ,4 <= ... < 7 years,2,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
872,0,>= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),car (new),1343,... < 100 DM,.. >= 7 years,1,male , single,none,4,real estate,46,none,own,2,skilled employee / official,2,none,no,
873,0,< 0 DM,24,critical account/ other credits existing (not at this bank),business,1382,100 <= ... < 500 DM,4 <= ... < 7 years,4,male , single,none,1,real estate,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
874,0,no checking account,15,existing credits paid back duly till now,repairs,874,unknown/ no savings account,... < 1 year ,4,female , divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee / official,1,none,yes,
875,0,< 0 DM,12,existing credits paid back duly till now,radio/television,3590,... < 100 DM,1 <= ... < 4 years,2,male , single,co-applicant,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,unskilled - resident,2,none,yes,
876,0,0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),car (new),1322,.. >= 1000 DM ,1 <= ... < 4 years,4,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,none,yes,
877,0,< 0 DM,18,all credits at this bank paid back duly,domestic appliances,1940,... < 100 DM,... < 1 year ,3,male , single,co-applicant,4,unknown / no property,36,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
878,0,no checking account,36,existing credits paid back duly till now,domestic appliances,3595,... < 100 DM,.. >= 7 years,4,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,
879,1,< 0 DM,9,existing credits paid back duly till now,car (new),1422,... < 100 DM,... < 1 year ,3,male , single,none,2,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
880,0,no checking account,30,critical account/ other credits existing (not at this bank),domestic appliances,6742,unknown/ no savings account,4 <= ... < 7 years,2,male , single,none,3,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,none,yes,
881,0,no checking account,24,existing credits paid back duly till now,car (used),7814,... < 100 DM,4 <= ... < 7 years,3,male , single,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
882,0,no checking account,24,existing credits paid back duly till now,car (used),9277,unknown/ no savings account,1 <= ... < 4 years,2,male , divorced/separated,none,4,unknown / no property,48,none,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
883,0,0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),2181,unknown/ no savings account,.. >= 7 years,4,male , single,none,4,real estate,36,none,own,2,skilled employee / official,1,none,yes,
884,0,no checking account,18,critical account/ other credits existing (not at this bank),domestic appliances,1098,... < 100 DM,unemployed,4,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",65,none,own,2,unemployed/ unskilled - non-resident,1,none,yes,
885,1,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,4057,... < 100 DM,4 <= ... < 7 years,3,male , divorced/separated,none,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
886,1,< 0 DM,12,existing credits paid back duly till now,(vacation - does not exist?),795,... < 100 DM,... < 1 year ,4,female , divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,skilled employee / official,1,none,yes,
887,0,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),business,2825,unknown/ no savings account,4 <= ... < 7 years,4,male , single,none,3,unknown / no property,34,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,
888,1,0 <= ... < 200 DM,48,existing credits paid back duly till now,business,15672,... < 100 DM,1 <= ... < 4 years,2,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
889,0,no checking account,36,critical account/ other credits existing (not at this bank),car (new),6614,... < 100 DM,.. >= 7 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
890,0,no checking account,28,all credits at this bank paid back duly,car (used),7824,unknown/ no savings account,... < 1 year ,3,male , single,guarantor,4,real estate,40,bank,rent,2,skilled employee / official,2,"yes, registered under the customers name ",yes,
891,0,< 0 DM,27,critical account/ other credits existing (not at this bank),business,2442,... < 100 DM,.. >= 7 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",43,stores,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes,
892,0,no checking account,15,critical account/ other credits existing (not at this bank),domestic appliances,1829,... < 100 DM,.. >= 7 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
893,0,< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),2171,... < 100 DM,1 <= ... < 4 years,4,male , single,none,4,if not A121 : building society savings agreement/ life insurance,38,bank,own,2,unskilled - resident,1,none,no,
894,0,0 <= ... < 200 DM,36,critical account/ other credits existing (not at this bank),car (used),5800,... < 100 DM,1 <= ... < 4 years,3,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
895,0,no checking account,18,critical account/ other credits existing (not at this bank),domestic appliances,1169,unknown/ no savings account,1 <= ... < 4 years,4,male , single,none,3,if not A121 : building society savings agreement/ life insurance,29,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
